arm,bats,birthdate,cb,ch,cl,control,cu,delivery,durability,endurance,ethnicity,fa,facial_hair,fb,first_name,gf,hair_color,height,hitter_archetype,hm,hold_runner,injured,injury_description,is_pitcher,kn,last_name,mo,movement,other_positions,ph,pitcher_archetype,pl,player_id,pot_arm,pot_cb,pot_ch,pot_control,pot_cu,pot_endurance,pot_fa,pot_fb,pot_fielding,pot_gf,pot_hold_runner,pot_kn,pot_movement,pot_ph,pot_sc,pot_si,pot_sl,pot_sp,preferred_pitching_role,primary_position,return_date,role,sc,si,skin_tone,sl,sp,throws,vl,weight
81,L,1992-07-24,40,,46,57,57,overhand,52,55,Anglo,47,clean_shaven,53,Brendan,53,black,78,,52,49,0,0,True,0,Brienen,53,72,[],,middle_relief,42,P6769,72,31,,48,53,47,38,48,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,44,0,71,,0,0,44,,,P,0,RP,0,0,medium,48,,L,57,168
71,L,1996-12-14,59,,50,77,51,overhand,59,77,Anglo,57,beard,76,Manual,51,blonde,68,,47,66,0,0,True,0,Brasseux,51,77,[],,finesse_starter,41,P2699,76,58,,76,49,79,62,79,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,73,,0,0,0,,,P,0,SP,0,0,light,0,,R,42,203
98,L,1994-04-30,0,,48,71,52,overhand,59,74,Anglo,54,beard,67,Grover,53,black,77,,47,57,0,0,True,0,Fleshman,51,62,[],,power_starter,49,P1550,97,0,,66,50,69,54,71,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,57,0,66,,0,38,0,,,P,0,SP,0,35,medium,0,,R,50,219
78,S,1998-01-16,69,,53,63,38,overhand,48,81,Anglo,49,goatee,50,Fernando,54,black,71,,42,59,0,0,True,0,Gomez,53,66,[],,power_starter,52,P8700,87,78,,68,48,86,57,60,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,72,0,71,,0,67,48,,,P,0,SP,0,60,medium,41,,R,36,234
81,S,2000-10-31,92,,50,71,79,overhand,57,39,Anglo,54,clean_shaven,88,Kelly,52,brown,74,,52,60,0,0,True,0,Elsaesser,49,63,['RF'],,setup,65,P8697,94,97,,77,86,45,68,96,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40}",,73,0,73,,0,0,0,,SU,P,0,RP,0,0,medium,0,,R,47,191
76,R,1998-04-12,76,,47,63,59,overhand,61,61,Anglo,45,clean_shaven,63,Lamont,53,brown,70,,50,69,0,0,True,0,Mosqueda,49,62,[],,middle_relief,53,P9305,84,84,,76,65,67,52,70,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,79,0,71,,0,0,0,,,P,0,RP,0,0,dark,0,,R,43,224
77,R,2002-12-06,84,,45,79,59,overhand,61,85,Hispanic,65,clean_shaven,74,Jose,50,black,73,,48,67,0,0,True,0,Flores,49,82,[],,balanced_starter,53,P1180,92,93,,89,70,98,73,83,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,96,,0,45,90,,,P,0,SP,0,32,medium,83,,R,39,238
91,L,1996-08-29,37,,65,65,0,overhand,51,50,Hispanic,45,clean_shaven,85,Luis,55,blonde,71,,48,65,0,0,True,0,Vasquez,52,84,[],,closer,57,P1173,94,32,,66,0,49,48,71,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,70,0,81,,0,19,49,,CL,P,0,RP,0,60,medium,79,,R,35,220
68,R,2000-06-26,63,,50,78,64,overhand,57,71,Anglo,52,goatee,83,Casey,49,black,72,,50,71,0,0,True,0,Kassab,49,74,[],,balanced_starter,59,P5818,75,76,,86,72,81,67,94,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,85,0,84,,0,0,0,,,P,0,SP,0,0,medium,0,,R,42,195
76,R,1992-02-04,42,,54,56,0,overhand,53,56,Anglo,50,goatee,76,Neal,54,black,71,,50,64,0,0,True,0,Stieb,46,73,[],,middle_relief,51,P2022,67,38,,54,0,49,47,67,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,59,0,72,,0,74,0,,,P,0,RP,0,75,light,0,,R,42,249
68,S,1998-12-14,0,,51,66,95,overhand,56,72,Hispanic,55,clean_shaven,50,Juan,56,blonde,69,,51,69,0,0,True,56,Hernandez,52,76,[],,balanced_starter,58,P8971,75,0,,73,99,81,68,64,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,83,69,87,,0,0,53,,,P,0,SP,0,0,medium,47,,R,46,228
79,L,1999-10-05,76,,53,60,0,overhand,64,46,African,61,beard,42,Xavier,50,black,71,,50,53,0,0,True,0,Young,53,77,[],,middle_relief,72,P6444,91,87,,65,0,54,69,49,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,85,,0,0,0,,,P,0,RP,0,0,dark,0,,L,57,242
79,L,1996-05-24,95,41,46,66,0,overhand,66,54,African,82,mustache,90,Jermaine,39,black,70,,49,62,0,0,True,0,Green,54,64,[],8,middle_relief,60,P6663,77,91,36,68,0,56,85,85,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",34,67,0,59,10,58,0,84,22,,P,0,RP,54,0,dark,80,21,L,50,218
62,S,1994-09-01,0,,48,66,0,overhand,54,80,Anglo,54,goatee,85,Fermin,52,blonde,68,,49,73,0,0,True,0,Cuez,52,74,[],,balanced_starter,59,P2743,63,0,,62,0,80,56,85,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,70,0,73,,0,0,49,,,P,0,SP,0,0,light,49,,R,48,187
66,R,1994-08-16,34,,52,76,43,overhand,60,76,Anglo,53,clean_shaven,43,Tommy,50,brown,76,,49,78,0,0,True,0,Voeltner,54,74,[],,finesse_starter,51,P9410,68,35,,78,43,72,50,42,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,82,0,77,,0,67,0,,,P,0,SP,0,68,dark,0,,R,36,240
64,L,1997-07-17,49,,51,56,0,overhand,61,69,Anglo,77,clean_shaven,58,Robert,44,brown,78,,50,67,0,0,True,70,Dortch,45,87,[],,specialist_starter,52,P4294,61,54,,61,0,66,75,58,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,63,65,91,,0,0,44,,,P,0,SP,0,0,light,43,,L,51,224
76,L,1990-07-11,0,,55,63,0,overhand,41,57,Hispanic,47,mustache,91,Hector,49,black,71,,46,64,0,0,True,0,Morales,48,60,[],,middle_relief,55,P9836,75,0,,62,0,56,44,90,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,54,0,55,,0,77,0,,,P,0,RP,0,81,dark,0,,R,48,178
68,L,1998-01-28,46,,54,87,42,overhand,62,80,Hispanic,48,clean_shaven,68,Ricardo,52,black,72,,46,59,0,0,True,0,Diaz,53,74,[],,finesse_starter,52,P7231,78,53,,99,49,86,60,76,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,68,0,79,,0,53,73,,,P,0,SP,0,41,medium,60,,R,44,218
68,R,1995-10-22,63,,52,63,57,overhand,66,70,African,58,clean_shaven,49,Jermaine,50,black,71,,52,77,0,0,True,0,Taylor,49,72,[],,balanced_starter,37,P5761,70,61,,61,54,70,60,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,82,0,75,,0,74,24,,,P,0,SP,0,75,dark,23,,R,55,222
79,L,1998-06-25,46,,55,63,47,overhand,62,72,Anglo,55,clean_shaven,57,Graig,49,brown,73,,49,59,0,0,True,0,Volker,53,69,[],,balanced_starter,49,P5426,85,60,,77,60,77,60,62,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,82,,0,85,34,,,P,0,SP,0,76,light,27,,R,41,219
77,R,1997-09-30,31,,52,56,0,overhand,52,43,Anglo,58,mustache,98,Julio,55,blonde,71,,54,70,0,0,True,0,Tonks,46,71,[],,middle_relief,49,P1815,74,31,,59,0,38,62,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,72,,0,0,87,,,P,0,RP,0,0,light,91,,R,45,232
86,L,1997-04-17,0,,65,62,26,overhand,55,26,Hispanic,50,clean_shaven,85,Ricardo,55,black,69,,47,75,0,0,True,0,Rivera,47,84,[],,closer,59,P5418,91,0,,61,22,22,46,78,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,76,0,81,,0,0,0,,CL,P,0,RP,0,60,light,72,,L,59,181
88,R,1998-05-16,64,,54,61,0,overhand,58,32,African,56,clean_shaven,69,Rufus,48,black,72,,50,60,0,0,True,0,Baker,47,67,[],,middle_relief,49,P1566,99,71,,69,0,43,62,77,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,68,0,81,,0,0,0,,,P,0,RP,0,0,light,0,,R,52,189
92,L,1997-06-10,0,,48,53,0,overhand,49,81,Anglo,50,beard,95,Francesco,51,black,76,,52,60,0,0,True,0,Camferdam,48,77,[],,power_starter,59,P7451,96,0,,51,0,78,47,97,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,56,0,72,,0,80,0,,,P,0,SP,0,76,light,0,,L,61,200
87,R,1995-07-23,0,,65,64,39,overhand,50,32,Hispanic,54,beard,85,Manuel,55,black,71,,42,69,0,0,True,0,Torres,51,78,[],,closer,56,P8011,89,0,,64,40,36,51,40,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,80,,0,27,64,,CL,P,0,RP,0,60,medium,72,,R,48,199
73,R,1996-05-27,94,,46,65,0,overhand,59,71,African,47,goatee,65,Darnell,46,brown,76,,49,71,0,0,True,0,Wright,51,63,[],,middle_relief,64,P7682,70,90,,69,0,69,47,61,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,58,,0,0,0,,,P,0,RP,0,0,medium,0,,R,47,192
67,L,1994-05-06,80,,52,53,40,overhand,62,80,Anglo,58,beard,68,Gabriel,50,black,77,,52,62,0,0,True,0,Diano,52,84,[],,specialist_starter,40,P5071,72,83,,49,45,79,56,72,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,58,0,87,,0,75,92,,,P,0,SP,0,76,medium,93,,L,61,249
61,R,1999-04-25,69,15,55,79,91,overhand,59,83,Hispanic,55,beard,81,Raul,21,brown,70,,49,61,0,0,True,35,Vargas,50,75,[],69,finesse_starter,58,P4267,67,78,30,94,99,91,63,90,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",26,70,50,83,77,69,0,99,69,,P,0,SP,54,0,light,88,61,R,34,160
76,R,1994-08-03,0,,48,59,0,overhand,52,56,Anglo,61,clean_shaven,42,Luis,49,brown,72,,50,61,0,0,True,0,Martinez,50,67,[],,middle_relief,60,P6421,74,0,,64,0,61,58,41,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,60,0,65,,0,66,0,,,P,0,RP,0,67,light,0,,R,57,183
69,S,1996-05-22,52,,52,62,45,sidearm,53,79,Anglo,55,clean_shaven,94,Roosevelt,47,brown,74,,54,59,0,0,True,0,Burkstrand,50,83,[],,balanced_starter,51,P4976,68,50,,61,48,75,57,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,60,0,79,,0,77,52,,,P,0,SP,0,76,dark,48,,R,44,223
78,R,2000-04-12,28,,49,58,65,overhand,66,74,Hispanic,52,beard,71,Hector,51,blonde,69,,46,76,0,0,True,0,Rodriguez,54,70,[],,balanced_starter,55,P4057,92,37,,69,77,84,59,78,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,86,0,79,,0,99,0,,,P,0,SP,0,94,dark,0,,R,49,166
77,R,2001-09-09,56,,48,60,78,overhand,60,89,Anglo,55,clean_shaven,65,Domenic,47,brown,75,,54,50,0,0,True,0,Frometa,48,78,[],,power_starter,46,P3437,88,65,,65,84,97,70,80,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,60,0,92,,0,78,34,,,P,0,SP,0,65,light,20,,R,37,232
66,S,1996-07-06,0,,49,55,82,overhand,63,47,Hispanic,54,clean_shaven,84,Miguel,48,black,74,,52,49,0,0,True,0,Reyes,51,62,[],,middle_relief,53,P3655,65,0,,56,78,42,52,84,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,50,0,67,,0,0,0,,,P,0,RP,0,0,dark,0,,L,55,161
75,R,2003-07-10,22,,54,74,0,overhand,66,81,Hispanic,47,clean_shaven,90,Roberto,48,black,76,,58,71,0,0,True,0,Flores,50,76,[],,balanced_starter,47,P8171,84,36,,80,0,88,60,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,85,0,86,,0,0,0,,,P,0,SP,0,0,dark,0,,R,36,189
82,R,1997-07-02,91,,53,65,23,overhand,59,60,Anglo,47,beard,56,Toney,53,black,74,,46,60,0,0,True,0,Boehner,45,60,[],,middle_relief,59,P2667,82,92,,61,23,65,47,54,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,59,0,64,,0,28,70,,,P,0,RP,0,24,medium,67,,R,44,217
77,L,1990-12-11,0,,52,63,35,overhand,58,69,Hispanic,59,goatee,85,Jorge,50,brown,71,,52,67,0,0,True,0,Torres,49,81,[],,middle_relief,47,P3737,69,0,,60,32,66,49,81,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,60,0,81,,0,67,0,,,P,0,RP,0,71,medium,0,,L,56,202
74,R,1998-06-12,0,,51,67,79,overhand,65,57,Hispanic,56,clean_shaven,77,Miguel,46,brown,68,,56,60,0,0,True,0,Sanchez,46,77,[],,balanced_starter,55,P5552,85,0,,76,85,64,67,82,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,88,,0,58,77,,,P,0,SP,0,50,light,72,,R,36,232
69,R,1993-07-25,37,72,43,71,0,overhand,58,56,Hispanic,85,goatee,79,Juan,31,black,68,,46,61,0,0,True,0,Cruz,50,69,[],51,middle_relief,37,P3349,63,36,62,68,0,49,80,75,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",30,59,0,62,48,34,0,0,23,,P,0,RP,35,0,light,0,26,R,34,164
70,L,1997-03-21,27,,51,61,74,overhand,60,60,Hispanic,59,clean_shaven,52,Jose,46,brown,76,,46,62,0,0,True,0,Garcia,54,66,[],,long_relief,49,P2585,75,27,,65,79,59,60,49,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,66,,0,87,42,,LR,P,0,RP,0,86,light,45,,R,40,211
74,S,2000-07-31,22,,56,62,23,overhand,67,61,African,58,clean_shaven,99,Darnell,50,black,78,,55,70,0,0,True,0,Jackson,48,75,[],,long_relief,56,P7295,89,37,,73,29,68,64,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,76,0,81,,0,0,0,,LR,P,0,RP,0,0,medium,0,,L,53,248
79,L,1989-09-02,37,,46,66,31,overhand,51,72,African,56,goatee,93,Percy,47,black,73,,48,63,0,0,True,0,Young,49,64,[],,middle_relief,48,P3548,70,32,,63,24,64,53,93,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,60,0,62,,0,20,66,,,P,0,RP,0,27,medium,71,,L,50,199
66,L,1995-06-28,81,,53,81,47,overhand,61,70,Anglo,53,clean_shaven,61,Houston,49,brown,76,,47,79,0,0,True,0,Unck,46,73,[],,finesse_starter,39,P3699,68,85,,84,43,67,48,65,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,83,0,70,,0,0,55,,,P,0,SP,0,0,light,60,,R,40,185
71,R,1995-07-07,0,,55,63,26,overhand,56,73,Anglo,47,clean_shaven,80,Aaron,53,red,70,,48,63,0,0,True,0,Carmolli,53,78,[],,balanced_starter,61,P2182,70,0,,65,22,77,46,77,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,82,,0,94,48,,,P,0,SP,0,93,light,45,,R,43,244
79,R,1995-10-02,66,,54,63,74,overhand,51,78,Hispanic,57,mustache,42,Jorge,50,brown,69,,48,67,0,0,True,0,Vasquez,41,83,[],,power_starter,41,P2268,84,68,,64,70,75,54,47,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,67,0,82,,0,87,81,,,P,0,SP,0,82,dark,81,,R,48,202
72,L,1999-08-13,74,,54,65,39,overhand,59,83,African,54,clean_shaven,56,Jamal,50,black,68,,51,71,0,0,True,0,Mitchell,53,92,[],,finesse_starter,52,P4852,84,81,,71,54,92,60,63,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,84,0,99,,0,67,58,,,P,0,SP,0,62,medium,53,,L,52,249
75,S,1997-05-25,0,,46,72,46,overhand,61,70,Anglo,52,mustache,90,Curt,51,black,70,,50,68,0,0,True,0,Carmouche,55,73,[],,balanced_starter,52,P7819,74,0,,70,42,71,47,88,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,71,,0,0,0,,,P,0,SP,0,0,light,0,,R,40,185
76,R,1995-02-21,0,,52,69,57,sidearm,57,66,African,58,clean_shaven,90,Darnell,46,black,73,,50,55,0,0,True,72,Carter,54,77,[],,middle_relief,47,P2924,79,0,,72,55,67,55,88,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,50,72,80,,65,0,76,,,P,0,RP,60,0,dark,81,,R,50,163
60,R,1996-08-05,0,,51,70,36,overhand,62,53,African,43,clean_shaven,98,Deshawn,48,black,69,,52,58,0,0,True,0,Young,48,86,[],,finesse_starter,54,P2355,65,0,,72,41,58,43,94,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,58,0,82,,0,0,0,,,P,0,SP,0,0,dark,0,,R,43,203
75,L,1997-10-17,66,,47,66,27,sidearm,61,61,Anglo,48,clean_shaven,83,Jermaine,47,red,76,,51,52,0,0,True,0,Washington,51,80,[],,middle_relief,53,P9933,77,71,,63,26,66,47,83,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,55,0,80,,0,30,0,,,P,0,RP,0,33,light,0,,L,52,228
77,L,1998-04-05,51,,50,63,0,overhand,61,84,African,59,beard,64,Percy,51,black,70,,48,64,0,0,True,0,White,47,86,[],,balanced_starter,57,P6868,87,63,,68,0,97,71,70,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,70,0,98,,0,0,87,,,P,0,SP,0,0,dark,79,,L,46,190
61,S,2004-07-28,38,,48,80,35,overhand,61,80,Hispanic,54,clean_shaven,70,Carlos,50,brown,69,,53,66,0,0,True,0,Gomez,51,73,[],,finesse_starter,59,P5963,87,59,,99,60,95,80,97,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,86,0,99,,0,0,74,,,P,0,SP,0,0,medium,44,,R,46,163
73,L,1992-02-02,0,,45,61,66,overhand,55,78,Anglo,67,goatee,70,Brenton,43,brown,77,,48,60,0,0,True,0,Harpel,50,84,[],,balanced_starter,54,P3723,66,0,,58,60,78,60,61,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,59,0,74,,0,0,33,,,P,0,SP,0,0,light,34,,L,54,229
61,R,2000-04-20,90,,52,63,85,sidearm,64,76,Anglo,55,clean_shaven,69,Paul,48,blonde,69,,51,65,0,0,True,0,Mazey,54,87,[],,specialist_starter,48,P2073,72,96,,71,95,87,60,80,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,74,0,95,,0,81,0,,,P,0,SP,0,66,light,0,,R,44,190
68,S,1996-09-21,94,,46,66,32,overhand,58,64,Hispanic,55,mustache,95,Francisco,49,blonde,75,,47,50,0,0,True,0,Ramos,51,62,[],,long_relief,61,P9306,69,89,,61,37,65,55,98,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,51,0,67,,0,0,70,,LR,P,0,RP,0,0,light,72,,R,45,177
72,S,1994-01-06,0,,45,73,43,overhand,56,78,African,54,clean_shaven,54,Leroy,52,black,75,,55,63,0,0,True,0,Jefferson,51,76,[],,balanced_starter,49,P2533,67,0,,74,45,79,57,56,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,67,0,75,,0,70,32,,,P,0,SP,0,72,light,29,,R,45,230
80,R,1999-07-15,55,,49,56,43,overhand,62,60,Anglo,46,beard,74,Hoyt,49,red,70,,49,51,0,0,True,0,Genovesi,49,65,[],,middle_relief,53,P9843,92,64,,69,56,66,58,82,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,63,0,75,,0,0,51,,,P,0,RP,0,0,light,38,,R,43,238
70,L,1992-06-22,0,,51,59,72,overhand,51,58,Anglo,50,beard,77,Brandon,54,brown,70,,50,67,0,0,True,0,Kruizenga,52,70,[],,middle_relief,45,P9909,63,0,,52,64,50,44,67,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,69,,0,24,42,,,P,0,RP,0,31,medium,47,,L,57,186
85,R,1996-05-02,41,,48,66,41,overhand,56,38,Anglo,57,clean_shaven,69,Andre,51,blonde,77,,46,58,0,0,True,0,Fils,53,66,[],,setup,58,P4255,88,42,,62,46,37,55,71,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,55,0,66,,0,0,32,,SU,P,0,RP,0,0,medium,32,,R,58,164
58,L,1999-07-15,0,,50,63,0,overhand,60,75,African,52,clean_shaven,64,Cedric,58,brown,70,,48,77,0,0,True,0,Washington,47,82,[],,specialist_starter,50,P3079,71,0,,72,0,80,60,77,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,92,0,90,,0,46,0,,,P,0,SP,0,31,dark,0,,L,54,224
73,R,1998-10-07,94,,49,71,30,overhand,58,84,Anglo,57,goatee,87,Dexter,54,black,72,,54,71,0,0,True,0,Batchelor,53,76,[],,balanced_starter,43,P4890,80,99,,76,38,92,64,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,83,0,86,,0,47,70,,,P,0,SP,0,38,medium,61,,R,54,195
81,L,1993-08-01,0,,47,59,34,overhand,51,56,Anglo,60,beard,52,Donnie,46,black,76,,46,71,0,0,True,0,Strapp,51,69,[],,middle_relief,57,P1036,80,0,,49,30,46,59,48,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,59,,50,0,48,,,P,0,RP,56,0,light,52,,L,58,184
80,R,1997-11-25,84,,53,59,74,overhand,56,86,Hispanic,54,mustache,42,Hector,46,black,76,,45,52,0,0,True,0,Diaz,49,62,[],,power_starter,59,P3386,95,89,,67,85,93,60,53,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,59,0,69,,0,0,0,,,P,0,SP,0,0,light,0,,R,49,176
78,R,2003-05-13,0,,47,59,60,sidearm,64,83,Anglo,58,beard,68,Milo,52,blonde,76,,50,50,0,0,True,0,Hoscheit,53,55,[],,middle_relief,51,P5954,93,0,,65,74,94,64,83,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,58,0,68,,0,56,62,,,P,0,RP,0,45,light,49,,R,51,214
87,R,1996-10-21,95,,52,60,52,overhand,62,55,Hispanic,51,clean_shaven,42,Luis,48,brown,73,,51,53,0,0,True,0,Sanchez,49,73,[],,middle_relief,56,P3489,92,96,,63,54,57,52,47,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,57,0,71,,0,28,0,,,P,0,RP,0,33,medium,0,,R,45,175
72,R,1993-11-18,34,,47,75,0,overhand,52,75,African,58,beard,80,Leroy,46,black,77,,54,64,0,0,True,0,Allen,53,69,[],,balanced_starter,50,P4330,64,24,,66,0,73,56,78,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,59,0,59,,0,0,0,,,P,0,SP,0,0,dark,0,,R,41,233
83,L,1995-07-19,43,,47,54,38,overhand,54,78,Hispanic,51,mustache,50,Jose,44,brown,72,,51,57,0,0,True,0,Reyes,47,81,[],,power_starter,48,P6545,78,40,,55,43,73,55,54,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,60,0,86,,67,0,0,,,P,0,SP,69,0,light,0,,L,61,194
